date,channel,country,os,impressions,clicks,installs,spend,revenue
2017-05-29,apple_search_ads,GB,ios,6767,229,34,68.0,20.0
2017-05-29,apple_search_ads,US,ios,22242,719,150,300.0,528.88
2017-05-29,chartboost,CA,ios,3302,113,31,62.0,69.6
2017-05-29,chartboost,DE,android,3257,35,6,30.0,0.0
2017-05-29,chartboost,DE,ios,3212,103,23,46.0,10.0
2017-05-29,chartboost,FR,android,3270,127,26,52.0,69.27
2017-05-29,chartboost,FR,ios,3265,60,7,28.0,10.0
2017-05-29,chartboost,GB,android,3364,147,24,48.0,40.0
2017-05-29,chartboost,GB,ios,3340,138,33,66.0,119.2
2017-05-29,chartboost,US,android,9539,316,76,152.0,299.21
2017-05-29,facebook,CA,android,3366,99,26,39.6,90.32
2017-05-29,facebook,DE,android,6537,164,30,65.6,98.64
2017-05-29,facebook,DE,ios,6830,232,48,92.8,120.0
2017-05-29,facebook,FR,android,3485,102,20,40.8,40.0
2017-05-29,facebook,GB,android,3216,128,10,51.2,10.0
2017-05-29,facebook,GB,ios,3489,61,1,43615,0.0
2017-05-29,facebook,US,android,3259,138,32,55.2,89.6
2017-05-29,facebook,US,ios,3483,86,17,34.4,108.89
2017-05-29,google,CA,android,3167,86,14,33.33,40.0
2017-05-29,google,DE,ios,3235,34,5,33.33,0.0
2017-05-29,google,FR,ios,6562,205,48,66.66,100.5
2017-05-29,google,GB,ios,6673,290,56,66.66,159.2
2017-05-29,google,US,android,9729,319,68,99.99,179.92
2017-05-29,google,US,ios,3265,96,23,33.33,79.6
2017-05-29,unityads,CA,android,6637,235,48,96.0,259.6
2017-05-29,unityads,DE,ios,3482,94,15,30.0,60.5
2017-05-29,unityads,GB,android,3237,104,24,48.0,30.0
2017-05-29,unityads,GB,ios,6456,218,54,108.0,199.92
2017-05-29,unityads,US,android,10368,332,48,140.0,149.2
2017-05-29,unityads,US,ios,3493,93,17,34.0,40.0
2017-05-29,vungle,GB,android,9767,356,78,156.0,298.0
2017-05-29,vungle,GB,ios,6668,255,68,136.0,238.8
2017-05-29,vungle,US,android,13221,412,88,176.0,199.2
2017-05-29,vungle,US,ios,3475,104,19,38.0,50.0
2017-05-30,adcolony,US,android,16938,439,90,131.7,250.24
2017-05-30,adcolony,US,ios,16394,348,55,104.4,225.44
2017-05-30,apple_search_ads,DE,ios,3193,129,23,46.0,69.6
2017-05-30,apple_search_ads,GB,ios,6646,234,44,88.0,10.0
2017-05-30,apple_search_ads,US,ios,22625,744,152,304.0,349.84
2017-05-30,chartboost,CA,ios,3358,86,21,42.0,20.0
2017-05-30,chartboost,DE,android,3280,117,22,44.0,100.47
2017-05-30,chartboost,DE,ios,3347,45,9,45.0,20.0
2017-05-30,chartboost,FR,ios,6926,187,40,102.0,50.0
2017-05-30,chartboost,GB,ios,6711,255,60,120.0,149.2
2017-05-30,chartboost,US,android,6830,171,26,52.0,100.0
2017-05-30,chartboost,US,ios,3470,83,17,34.0,110.64
2017-05-30,facebook,CA,android,3290,82,12,32.8,50.32
2017-05-30,facebook,DE,android,13299,396,74,158.4,188.0
2017-05-30,facebook,FR,ios,3255,102,17,40.8,40.0
2017-05-30,facebook,GB,android,3220,65,6,32.5,0.0
2017-05-30,facebook,GB,ios,3270,135,17,54.0,0.0
2017-05-30,facebook,US,android,3241,106,28,42.4,90.0
2017-05-30,facebook,US,ios,3205,131,19,52.4,99.2
2017-05-30,google,CA,ios,3186,83,13,33.33,50.0
2017-05-30,google,DE,ios,3330,33,5,33.33,0.0
2017-05-30,google,FR,android,3305,95,16,33.33,10.0
2017-05-30,google,FR,ios,3225,101,25,33.33,10.0
2017-05-30,google,GB,ios,6420,233,54,66.66,278.4
2017-05-30,google,US,android,3467,87,18,33.33,100.64
2017-05-30,google,US,ios,9523,300,61,99.99,260.56
2017-05-30,unityads,CA,android,3381,99,20,40.0,60.0
2017-05-30,unityads,CA,ios,3213,120,27,54.0,30.0
2017-05-30,unityads,DE,android,3419,93,14,28.0,70.5
2017-05-30,unityads,GB,android,3267,112,22,44.0,110.64
2017-05-30,unityads,GB,ios,6785,184,40,80.0,288.0
2017-05-30,unityads,US,android,13549,440,82,212.0,129.92
2017-05-30,vungle,GB,android,13692,474,88,176.0,199.2
2017-05-30,vungle,GB,ios,3465,110,21,42.0,20.0
2017-05-30,vungle,US,android,9731,319,70,140.0,160.32
2017-05-30,vungle,US,ios,6976,224,42,84.0,170.82
2017-05-31,adcolony,US,android,13369,411,80,123.3,149.44
2017-05-31,adcolony,US,ios,20017,372,68,111.6,270.4
2017-05-31,apple_search_ads,DE,ios,3344,125,19,38.0,20.0
2017-05-31,apple_search_ads,GB,ios,6526,217,39,78.0,168.55
2017-05-31,apple_search_ads,US,ios,22272,698,138,276.0,777.29
2017-05-31,chartboost,CA,ios,3210,107,27,54.0,59.6
2017-05-31,chartboost,DE,android,3476,91,22,44.0,20.0
2017-05-31,chartboost,DE,ios,3363,33,11,55.0,58.4
2017-05-31,chartboost,FR,android,3280,87,10,40.0,20.0
2017-05-31,chartboost,FR,ios,3322,130,21,42.0,30.0
2017-05-31,chartboost,GB,android,3291,130,26,52.0,79.6
2017-05-31,chartboost,GB,ios,3426,138,27,54.0,69.6
2017-05-31,chartboost,US,android,3292,92,24,48.0,129.44
2017-05-31,chartboost,US,ios,6594,175,34,68.0,20.0
2017-05-31,facebook,CA,ios,3494,97,17,38.8,0.0
2017-05-31,facebook,DE,android,9780,246,58,98.4,148.4
2017-05-31,facebook,DE,ios,3340,133,13,53.2,0.0
2017-05-31,facebook,FR,android,3389,83,18,33.2,109.2
2017-05-31,facebook,GB,android,3398,65,12,32.5,30.0
2017-05-31,facebook,GB,ios,3407,126,15,50.4,20.0
2017-05-31,facebook,US,android,3280,155,34,62.0,10.0
2017-05-31,facebook,US,ios,3249,100,17,40.0,30.0
2017-05-31,google,CA,ios,3430,98,17,33.33,10.0
2017-05-31,google,DE,android,3463,39,2,33.33,0.0
2017-05-31,google,FR,ios,6332,227,52,66.66,129.77
2017-05-31,google,GB,android,6593,247,40,66.66,99.6
2017-05-31,google,US,android,6505,214,48,66.66,210.24
2017-05-31,google,US,ios,6788,174,42,66.66,129.6
2017-05-31,unityads,CA,android,3204,100,14,28.0,0.0
2017-05-31,unityads,CA,ios,3412,125,19,38.0,79.6
2017-05-31,unityads,DE,android,3448,103,24,48.0,80.5
2017-05-31,unityads,GB,android,6509,188,32,64.0,90.32
2017-05-31,unityads,GB,ios,3499,102,25,50.0,169.2
2017-05-31,unityads,US,android,10077,356,76,204.0,219.2
2017-05-31,unityads,US,ios,3168,92,23,46.0,79.27
2017-05-31,vungle,GB,android,13104,497,104,208.0,368.0
2017-05-31,vungle,GB,ios,3263,98,13,26.0,10.0
2017-05-31,vungle,US,android,9577,272,62,124.0,130.0
2017-05-31,vungle,US,ios,6629,206,48,96.0,100.5
2017-06-01,adcolony,US,android,24157,533,100,159.9,345.04
2017-06-01,adcolony,US,ios,9590,279,39,83.7,50.0
2017-06-01,apple_search_ads,DE,ios,3309,129,23,46.0,119.2
2017-06-01,apple_search_ads,GB,ios,6524,223,40,80.0,99.27
2017-06-01,apple_search_ads,US,ios,22439,719,132,264.0,199.6
2017-06-01,chartboost,CA,android,3473,91,20,40.0,69.6
2017-06-01,chartboost,DE,android,3245,97,20,40.0,70.24
2017-06-01,chartboost,DE,ios,3314,32,5,25.0,10.0
2017-06-01,chartboost,FR,android,6381,193,34,84.0,79.27
2017-06-01,chartboost,GB,android,3253,136,22,44.0,89.6
2017-06-01,chartboost,GB,ios,3353,126,29,58.0,59.6
2017-06-01,chartboost,US,android,9784,288,54,108.0,169.76
2017-06-01,facebook,CA,ios,3356,107,19,42.8,80.32
2017-06-01,facebook,DE,android,3427,141,34,56.4,208.8
2017-06-01,facebook,DE,ios,10397,290,49,116.0,110.24
2017-06-01,facebook,FR,android,3361,71,18,43583,10.0
2017-06-01,facebook,GB,android,3348,74,10,37.0,50.0
2017-06-01,facebook,GB,ios,3437,120,15,48.0,78.4
2017-06-01,facebook,US,android,3210,101,22,40.4,128.89
2017-06-01,facebook,US,ios,3346,141,25,56.4,10.0
2017-06-01,google,CA,android,3284,88,12,33.33,10.0
2017-06-01,google,DE,android,3451,27,4,33.33,58.0
2017-06-01,google,FR,android,3288,103,26,33.33,79.27
2017-06-01,google,FR,ios,3345,107,19,33.33,0.0
2017-06-01,google,GB,android,6464,250,44,66.66,149.6
2017-06-01,google,US,android,6631,193,44,66.66,90.32
2017-06-01,google,US,ios,6670,175,30,66.66,20.0
2017-06-01,unityads,CA,android,3483,94,18,36.0,50.0
2017-06-01,unityads,CA,ios,3290,125,21,42.0,59.6
2017-06-01,unityads,DE,android,3256,97,14,28.0,20.0
2017-06-01,unityads,GB,android,3477,83,22,44.0,139.2
2017-06-01,unityads,GB,ios,6457,195,40,80.0,109.6
2017-06-01,unityads,US,android,10320,376,74,208.0,220.24
2017-06-01,unityads,US,ios,3221,110,19,38.0,69.27
2017-06-01,vungle,GB,android,6880,270,56,112.0,188.8
2017-06-01,vungle,GB,ios,10393,329,57,114.0,308.0
2017-06-01,vungle,US,android,6948,184,40,80.0,250.96
2017-06-01,vungle,US,ios,10410,313,61,122.0,50.0
2017-06-02,adcolony,US,android,23551,529,104,158.7,505.2
2017-06-02,adcolony,US,ios,9692,290,65,87.0,279.53
2017-06-02,apple_search_ads,DE,ios,3252,133,23,46.0,49.6
2017-06-02,apple_search_ads,GB,ios,6788,213,40,80.0,118.55
2017-06-02,apple_search_ads,US,ios,24166,697,113,226.0,130.0
2017-06-02,chartboost,CA,ios,3358,110,21,42.0,79.6
2017-06-02,chartboost,DE,ios,6521,142,36,93.0,120.47
2017-06-02,chartboost,FR,ios,6543,191,36,82.0,50.0
2017-06-02,chartboost,GB,android,3376,122,28,56.0,109.2
2017-06-02,chartboost,GB,ios,3268,130,27,54.0,20.0
2017-06-02,chartboost,US,android,3356,82,14,28.0,70.32
2017-06-02,chartboost,US,ios,6388,191,36,72.0,60.0
2017-06-02,facebook,CA,ios,3334,100,23,40.0,60.32
2017-06-02,facebook,DE,android,6901,165,38,66.0,40.0
2017-06-02,facebook,DE,ios,6640,207,44,82.8,79.6
2017-06-02,facebook,FR,ios,3294,88,23,35.2,20.0
2017-06-02,facebook,GB,android,6339,232,16,100.8,0.0
2017-06-02,facebook,US,android,3293,159,28,63.6,49.6
2017-06-02,facebook,US,ios,3274,114,23,45.6,128.89
2017-06-02,google,CA,ios,3460,101,27,33.33,20.0
2017-06-02,google,DE,android,3279,31,2,33.33,0.0
2017-06-02,google,FR,android,6703,202,40,66.66,110.5
2017-06-02,google,GB,android,3197,103,28,33.33,79.6
2017-06-02,google,GB,ios,3263,136,17,33.33,20.0
2017-06-02,google,US,android,3374,114,26,33.33,149.2
2017-06-02,google,US,ios,10036,281,55,99.99,140.32
2017-06-02,unityads,CA,android,6736,229,46,92.0,179.2
2017-06-02,unityads,DE,android,3326,101,22,44.0,60.5
2017-06-02,unityads,GB,android,6684,207,30,60.0,40.0
2017-06-02,unityads,GB,ios,3365,119,17,34.0,30.0
2017-06-02,unityads,US,android,3167,98,20,40.0,50.0
2017-06-02,unityads,US,ios,9963,382,71,188.0,89.6
2017-06-02,vungle,GB,android,10351,348,80,160.0,259.2
2017-06-02,vungle,GB,ios,6783,250,34,68.0,40.0
2017-06-02,vungle,US,android,10254,319,74,148.0,219.52
2017-06-02,vungle,US,ios,6387,200,40,80.0,60.0
2017-06-03,adcolony,US,android,20555,598,144,179.4,517.21
2017-06-03,adcolony,US,ios,13883,214,42,64.2,68.0
2017-06-03,apple_search_ads,DE,ios,3179,134,26,52.0,59.6
2017-06-03,apple_search_ads,GB,ios,6996,225,45,90.0,188.55
2017-06-03,apple_search_ads,US,ios,23255,714,123,246.0,588.88
2017-06-03,chartboost,CA,android,3347,105,24,48.0,89.6
2017-06-03,chartboost,DE,android,6462,157,36,96.0,70.24
2017-06-03,chartboost,FR,android,6623,182,30,72.0,98.55
2017-06-03,chartboost,GB,ios,6853,284,62,124.0,208.8
2017-06-03,chartboost,US,android,6873,200,40,80.0,190.96
2017-06-03,chartboost,US,ios,3180,103,15,30.0,59.44
2017-06-03,facebook,CA,android,3297,85,14,34.0,10.0
2017-06-03,facebook,DE,android,3234,85,14,34.0,10.0
2017-06-03,facebook,DE,ios,9737,316,63,126.4,177.6
2017-06-03,facebook,FR,android,3203,90,20,36.0,20.0
2017-06-03,facebook,GB,android,3334,124,8,49.6,0.0
2017-06-03,facebook,GB,ios,3278,60,3,30.0,0.0
2017-06-03,facebook,US,android,3394,131,34,52.4,49.6
2017-06-03,facebook,US,ios,3173,95,15,38.0,10.0
2017-06-03,google,CA,android,3235,100,22,33.33,20.0
2017-06-03,google,DE,android,3414,41,2,33.33,58.0
2017-06-03,google,FR,android,3469,108,22,33.33,111.0
2017-06-03,google,FR,ios,3435,101,21,33.33,59.27
2017-06-03,google,GB,android,6636,250,42,66.66,90.0
2017-06-03,google,US,android,10011,287,68,99.99,369.76
2017-06-03,google,US,ios,3420,101,15,33.33,70.32
2017-06-03,unityads,CA,android,6663,226,38,76.0,140.0
2017-06-03,unityads,DE,android,3426,100,24,48.0,121.0
2017-06-03,unityads,GB,android,3455,116,26,52.0,40.0
2017-06-03,unityads,GB,ios,6718,185,38,76.0,90.0
2017-06-03,unityads,US,android,9911,328,70,140.0,120.64
2017-06-03,unityads,US,ios,3282,159,25,100.0,109.6
2017-06-03,vungle,GB,android,10255,356,74,148.0,308.4
2017-06-03,vungle,GB,ios,6908,246,50,100.0,60.0
2017-06-03,vungle,US,android,6545,193,38,76.0,250.96
2017-06-03,vungle,US,ios,10281,316,65,130.0,210.24
2017-06-04,adcolony,US,android,17091,455,92,136.5,218.0
2017-06-04,adcolony,US,ios,17002,354,59,106.2,217.12
2017-06-04,apple_search_ads,DE,ios,3242,115,20,40.0,20.0
2017-06-04,apple_search_ads,GB,ios,6824,247,48,96.0,169.27
2017-06-04,apple_search_ads,US,ios,23404,722,141,282.0,489.68
2017-06-04,chartboost,CA,android,3470,112,24,48.0,69.6
2017-06-04,chartboost,DE,android,6917,129,22,62.0,60.24
2017-06-04,chartboost,FR,android,6459,195,38,88.0,20.0
2017-06-04,chartboost,GB,android,6813,242,48,96.0,218.8
2017-06-04,chartboost,US,android,6338,214,46,92.0,230.4
2017-06-04,chartboost,US,ios,3297,101,23,46.0,80.0
2017-06-04,facebook,CA,ios,3182,104,19,41.6,150.64
2017-06-04,facebook,DE,android,6906,156,34,62.4,60.0
2017-06-04,facebook,DE,ios,6606,242,46,96.8,50.0
2017-06-04,facebook,FR,ios,3402,96,21,38.4,40.0
2017-06-04,facebook,GB,ios,6722,193,18,84.3,10.0
2017-06-04,facebook,US,android,3404,133,26,53.2,79.6
2017-06-04,facebook,US,ios,3452,96,17,38.4,79.44
2017-06-04,google,CA,ios,3242,111,11,33.33,20.0
2017-06-04,google,DE,android,3194,28,4,33.33,0.0
2017-06-04,google,FR,ios,6648,169,36,66.66,30.0
2017-06-04,google,GB,android,3428,144,26,33.33,198.8
2017-06-04,google,GB,ios,3350,119,23,33.33,30.0
2017-06-04,google,US,ios,13251,437,72,133.32,170.64
2017-06-04,unityads,CA,android,3340,152,34,68.0,79.6
2017-06-04,unityads,CA,ios,3225,102,21,42.0,60.0
2017-06-04,unityads,DE,ios,3437,108,19,38.0,111.0
2017-06-04,unityads,GB,android,3241,104,18,36.0,20.0
2017-06-04,unityads,GB,ios,6378,171,36,72.0,40.0
2017-06-04,unityads,US,android,6850,212,44,136.0,40.0
2017-06-04,unityads,US,ios,6609,222,46,92.0,139.92
2017-06-04,vungle,GB,android,6674,251,50,100.0,198.8
2017-06-04,vungle,GB,ios,9542,323,67,134.0,239.2
2017-06-04,vungle,US,android,13431,401,84,168.0,170.32
2017-06-04,vungle,US,ios,3307,101,23,46.0,110.64
2017-06-05,adcolony,US,android,27441,676,128,202.8,346.16
2017-06-05,adcolony,US,ios,6763,126,20,37.8,8.0
2017-06-05,apple_search_ads,DE,ios,3386,136,30,60.0,30.0
2017-06-05,apple_search_ads,GB,ios,6794,225,45,90.0,129.27
2017-06-05,apple_search_ads,US,ios,23546,675,141,282.0,409.84
2017-06-05,chartboost,CA,ios,3226,112,17,34.0,20.0
2017-06-05,chartboost,DE,ios,6483,136,24,69.0,90.24
2017-06-05,chartboost,FR,android,3291,56,4,16.0,0.0
2017-06-05,chartboost,FR,ios,3439,120,21,42.0,60.0
2017-06-05,chartboost,GB,android,3356,159,34,68.0,149.2
2017-06-05,chartboost,GB,ios,3391,129,23,46.0,20.0
2017-06-05,chartboost,US,android,6490,185,34,68.0,120.0
2017-06-05,chartboost,US,ios,3368,114,19,38.0,20.0
2017-06-05,facebook,CA,android,3171,95,16,38.0,120.64
2017-06-05,facebook,DE,android,9701,243,52,97.2,80.24
2017-06-05,facebook,DE,ios,3349,141,31,56.4,99.6
2017-06-05,facebook,FR,android,3408,113,18,45.2,139.2
2017-06-05,facebook,GB,ios,6562,205,14,88.7,58.4
2017-06-05,facebook,US,android,6663,232,40,92.8,158.89
2017-06-05,google,CA,ios,3173,81,17,33.33,20.0
2017-06-05,google,DE,ios,3478,35,1,33.33,0.0
2017-06-05,google,FR,ios,6945,183,34,66.66,10.0
2017-06-05,google,GB,android,3342,133,28,33.33,59.6
2017-06-05,google,GB,ios,3267,138,27,33.33,69.6
2017-06-05,google,US,android,6528,180,38,66.66,129.2
2017-06-05,google,US,ios,6849,187,42,66.66,110.32
2017-06-05,unityads,CA,ios,6387,234,46,92.0,239.2
2017-06-05,unityads,DE,android,3236,94,24,48.0,50.5
2017-06-05,unityads,GB,ios,9636,268,61,122.0,110.32
2017-06-05,unityads,US,android,6627,273,50,152.0,119.6
2017-06-05,unityads,US,ios,6435,196,42,84.0,160.64
2017-06-05,vungle,GB,android,6657,243,50,100.0,50.0
2017-06-05,vungle,GB,ios,10089,330,77,154.0,129.6
2017-06-05,vungle,US,android,6866,208,32,64.0,40.0
2017-06-05,vungle,US,ios,10356,303,59,118.0,279.44
2017-06-06,adcolony,US,android,20129,510,100,153.0,368.16
2017-06-06,adcolony,US,ios,12892,303,48,90.9,109.44
2017-06-06,apple_search_ads,DE,ios,3364,123,26,52.0,40.0
2017-06-06,apple_search_ads,GB,ios,6657,228,38,76.0,50.0
2017-06-06,apple_search_ads,US,ios,22863,720,128,256.0,219.2
2017-06-06,chartboost,CA,ios,3184,94,21,42.0,69.6
2017-06-06,chartboost,DE,android,6859,111,22,56.0,60.24
2017-06-06,chartboost,FR,android,6666,232,26,64.0,30.0
2017-06-06,chartboost,GB,ios,6549,267,58,116.0,129.2
2017-06-06,chartboost,US,android,3172,88,10,20.0,20.0
2017-06-06,chartboost,US,ios,6948,202,44,88.0,128.89
2017-06-06,facebook,CA,android,3296,110,28,44.0,170.96
2017-06-06,facebook,DE,android,6564,156,34,62.4,178.4
2017-06-06,facebook,DE,ios,6416,199,48,79.6,148.8
2017-06-06,facebook,FR,ios,3372,104,19,41.6,89.6
2017-06-06,facebook,GB,android,3465,132,16,52.8,30.0
2017-06-06,facebook,GB,ios,3377,59,7,43614,10.0
2017-06-06,facebook,US,android,3180,108,30,43.2,79.44
2017-06-06,facebook,US,ios,3491,149,27,59.6,59.6
2017-06-06,google,CA,ios,3305,100,21,33.33,50.0
2017-06-06,google,DE,android,3282,24,2,33.33,10.0
2017-06-06,google,FR,ios,6732,219,46,66.66,89.27
2017-06-06,google,GB,android,6984,247,52,66.66,199.2
2017-06-06,google,US,android,12887,370,72,133.32,240.24
2017-06-06,unityads,CA,android,6908,227,40,80.0,219.2
2017-06-06,unityads,DE,android,3168,123,20,40.0,141.0
2017-06-06,unityads,GB,android,6977,207,38,76.0,219.84
2017-06-06,unityads,GB,ios,3257,90,17,34.0,20.0
2017-06-06,unityads,US,android,10445,339,58,116.0,50.0
2017-06-06,unityads,US,ios,3354,155,31,124.0,149.6
2017-06-06,vungle,GB,android,10356,356,78,156.0,170.0
2017-06-06,vungle,GB,ios,6855,237,48,96.0,139.2
2017-06-06,vungle,US,android,9554,261,48,96.0,120.0
2017-06-06,vungle,US,ios,6960,209,50,100.0,412.24
2017-06-07,adcolony,US,android,24408,596,112,178.8,396.4
2017-06-07,adcolony,US,ios,9873,231,43,69.3,282.8
2017-06-07,apple_search_ads,DE,ios,3240,149,25,50.0,40.0
2017-06-07,apple_search_ads,GB,ios,6763,237,49,98.0,90.0
2017-06-07,apple_search_ads,US,ios,23975,716,141,282.0,708.72
2017-06-07,chartboost,CA,ios,3446,85,21,42.0,109.2
2017-06-07,chartboost,DE,android,3275,97,16,32.0,80.24
2017-06-07,chartboost,DE,ios,3247,27,3,15.0,0.0
2017-06-07,chartboost,FR,android,3419,81,12,48.0,68.4
2017-06-07,chartboost,FR,ios,3228,138,31,62.0,59.27
2017-06-07,chartboost,GB,ios,6380,262,52,104.0,169.6
2017-06-07,chartboost,US,ios,9813,285,61,122.0,300.4
2017-06-07,facebook,CA,android,3317,103,20,41.2,130.64
2017-06-07,facebook,DE,android,9937,296,60,118.4,90.24
2017-06-07,facebook,DE,ios,3201,92,23,36.8,60.0
2017-06-07,facebook,FR,android,3258,88,14,35.2,10.0
2017-06-07,facebook,GB,ios,6541,209,24,91.4,128.4
2017-06-07,facebook,US,android,3223,121,28,48.4,188.8
2017-06-07,facebook,US,ios,3395,97,23,38.8,59.44
2017-06-07,google,CA,android,3312,82,18,33.33,60.0
2017-06-07,google,DE,ios,3170,30,5,33.33,10.0
2017-06-07,google,FR,android,6865,194,36,66.66,99.77
2017-06-07,google,GB,android,3192,117,24,33.33,20.0
2017-06-07,google,GB,ios,3227,104,17,33.33,59.6
2017-06-07,google,US,android,6506,190,42,66.66,100.32
2017-06-07,google,US,ios,6978,212,48,66.66,90.32
2017-06-07,unityads,CA,android,3321,103,16,32.0,40.0
2017-06-07,unityads,CA,ios,3375,127,29,58.0,50.0
2017-06-07,unityads,DE,android,3214,80,18,36.0,50.0
2017-06-07,unityads,GB,android,3371,100,12,24.0,60.32
2017-06-07,unityads,GB,ios,6706,203,26,52.0,89.6
2017-06-07,unityads,US,android,3481,126,26,52.0,139.2
2017-06-07,unityads,US,ios,9548,355,67,180.0,270.24
2017-06-07,vungle,GB,android,17085,591,100,200.0,368.4
2017-06-07,vungle,US,android,6558,201,30,60.0,150.64
2017-06-07,vungle,US,ios,9622,328,69,138.0,330.2
2017-06-08,adcolony,US,android,10276,223,40,66.9,110.0
2017-06-08,adcolony,US,ios,23239,600,117,180.0,348.24
2017-06-08,apple_search_ads,DE,ios,3474,110,27,54.0,129.2
2017-06-08,apple_search_ads,GB,ios,6489,211,49,98.0,140.0
2017-06-08,apple_search_ads,US,ios,23060,679,134,268.0,260.24
2017-06-08,chartboost,CA,android,3177,106,20,40.0,59.6
2017-06-08,chartboost,DE,android,6821,141,26,64.0,0.0
2017-06-08,chartboost,FR,android,3200,57,6,24.0,0.0
2017-06-08,chartboost,FR,ios,3182,123,23,46.0,49.27
2017-06-08,chartboost,GB,android,3395,124,24,48.0,20.0
2017-06-08,chartboost,GB,ios,3287,146,27,54.0,20.0
2017-06-08,chartboost,US,android,3448,106,28,56.0,110.32
2017-06-08,chartboost,US,ios,6624,171,38,76.0,80.0
2017-06-08,facebook,CA,ios,3307,105,21,42.0,80.32
2017-06-08,facebook,DE,android,13323,419,80,167.6,370.07
2017-06-08,facebook,FR,android,3382,94,22,37.6,10.0
2017-06-08,facebook,GB,android,6692,182,18,78.6,68.4
2017-06-08,facebook,US,android,6956,223,54,89.2,139.04
2017-06-08,google,CA,android,3275,110,18,33.33,20.0
2017-06-08,google,DE,android,3441,32,4,33.33,10.0
2017-06-08,google,FR,android,3467,99,26,33.33,121.0
2017-06-08,google,FR,ios,3257,101,21,33.33,59.27
2017-06-08,google,GB,android,6725,261,48,66.66,179.2
2017-06-08,google,US,android,6915,186,36,66.66,209.92
2017-06-08,google,US,ios,6554,187,24,66.66,40.0
2017-06-08,unityads,CA,android,3443,88,16,32.0,80.0
2017-06-08,unityads,CA,ios,3259,137,23,46.0,119.2
2017-06-08,unityads,DE,ios,3258,101,21,42.0,70.5
2017-06-08,unityads,GB,android,6759,192,48,96.0,159.92
2017-06-08,unityads,GB,ios,3174,99,25,50.0,129.2
2017-06-08,unityads,US,android,3438,130,26,104.0,60.0
2017-06-08,unityads,US,ios,10249,331,59,118.0,89.6
2017-06-08,vungle,GB,android,9782,361,68,136.0,218.8
2017-06-08,vungle,GB,ios,6408,212,38,76.0,10.0
2017-06-08,vungle,US,android,6348,207,48,96.0,150.5
2017-06-08,vungle,US,ios,10316,308,61,122.0,290.16
2017-06-09,adcolony,US,android,15971,374,72,112.2,283.77
2017-06-09,adcolony,US,ios,16824,491,115,147.3,258.8
2017-06-09,apple_search_ads,DE,ios,3331,116,28,56.0,129.2
2017-06-09,apple_search_ads,GB,ios,6423,228,55,110.0,40.0
2017-06-09,apple_search_ads,US,ios,23105,676,125,250.0,467.52
2017-06-09,chartboost,CA,android,3172,90,18,36.0,10.0
2017-06-09,chartboost,DE,android,6492,146,24,78.0,60.24
2017-06-09,chartboost,FR,ios,6532,205,38,90.0,30.0
2017-06-09,chartboost,GB,android,6354,302,56,112.0,129.6
2017-06-09,chartboost,US,android,3395,78,12,24.0,10.0
2017-06-09,chartboost,US,ios,6952,186,36,72.0,70.0
2017-06-09,facebook,CA,ios,3250,86,15,34.4,110.64
2017-06-09,facebook,DE,android,6719,174,28,69.6,0.0
2017-06-09,facebook,DE,ios,6429,244,46,97.6,79.6
2017-06-09,facebook,FR,ios,3421,108,17,43.2,50.0
2017-06-09,facebook,GB,android,3227,71,6,35.5,0.0
2017-06-09,facebook,GB,ios,3374,135,11,54.0,0.0
2017-06-09,facebook,US,android,6644,219,32,87.6,89.44
2017-06-09,google,CA,android,3284,99,24,33.33,60.0
2017-06-09,google,DE,ios,3227,24,3,33.33,0.0
2017-06-09,google,FR,ios,6441,191,44,66.66,108.55
2017-06-09,google,GB,android,3349,122,26,33.33,49.6
2017-06-09,google,GB,ios,3289,122,25,33.33,79.6
2017-06-09,google,US,android,3310,101,22,33.33,10.0
2017-06-09,google,US,ios,10417,256,53,99.99,228.4
2017-06-09,unityads,CA,ios,6949,227,44,88.0,40.0
2017-06-09,unityads,DE,android,3354,98,18,36.0,0.0
2017-06-09,unityads,GB,android,6920,199,42,84.0,60.0
2017-06-09,unityads,GB,ios,3324,107,23,46.0,70.32
2017-06-09,unityads,US,android,6672,267,56,176.0,149.6
2017-06-09,unityads,US,ios,6904,195,34,68.0,79.27
2017-06-09,vungle,GB,android,6856,227,48,96.0,110.0
2017-06-09,vungle,GB,ios,9788,345,57,114.0,149.2
2017-06-09,vungle,US,android,6748,198,48,96.0,110.0
2017-06-09,vungle,US,ios,9725,306,57,114.0,100.32
2017-06-10,adcolony,US,android,13420,308,68,92.4,156.4
2017-06-10,adcolony,US,ios,20184,479,82,143.7,387.84
2017-06-10,apple_search_ads,DE,ios,3331,132,28,56.0,79.6
2017-06-10,apple_search_ads,GB,ios,6673,232,44,88.0,30.0
2017-06-10,apple_search_ads,US,ios,24242,696,142,284.0,308.49
2017-06-10,chartboost,CA,android,3334,94,18,36.0,59.6
2017-06-10,chartboost,DE,android,3490,32,4,20.0,10.0
2017-06-10,chartboost,DE,ios,3429,103,25,50.0,70.24
2017-06-10,chartboost,FR,android,3268,61,8,32.0,48.4
2017-06-10,chartboost,FR,ios,3212,139,21,42.0,20.0
2017-06-10,chartboost,GB,ios,6343,292,54,108.0,228.4
2017-06-10,chartboost,US,android,6521,210,44,88.0,170.32
2017-06-10,chartboost,US,ios,3376,92,21,42.0,69.44
2017-06-10,facebook,CA,ios,3246,102,15,40.8,20.0
